text,label
เล่นตัวถ่วงตั้งแต่ต้นเกม,Toxic
เล่นโง่แบบนี้,Toxic
รอบนี้น่าจะรอคูลดาวน์ ยังมีเวลา,Normal
ถ้าจะทำทีมเสียจังหวะ ทีมอื่นคงลำบากเหมือนกัน,Toxic
ตัวป่า เล่นแล้วทีมต้องแบกหนักขึ้น,Toxic
มึงไร้ประโยชน์จน objective หายหมด,Toxic
รอบนี้เลนนี้กดดันยาก รอบหน้าแก้ได้,Normal
ถอยเข้าป้อมก่อน เดี๋ยวตามไป,Normal
มึง รวมกลาง เล่นต่อได้,Normal
เล่นอ่อนจน objective หายหมด,Toxic
ตัวป่า ทำจังหวะทีมพังซ้ำๆ,Toxic
รวมกลางก่อน ใจเย็นก่อน,Normal
ขอให้หยุดทำเหมือนเล่นคนเดียว,Toxic
สุดยอด ทำทีมพังได้ต่อเนื่อง,Toxic
รอบนี้ยังไม่ควรไล่ แต่ไม่เป็นไร,Normal
ถอยเข้าป้อมก่อน ตอนนี้ยังไหว,Normal
คนเลนล่าง อ่านเกมไม่ออกเลย,Toxic
คนเลนบน ทำเกมง่ายให้ฝั่งตรงข้าม,Toxic
รอบนี้ยืนลึกไปนิด เอาใหม่รอบหน้า,Normal
มึงแจกกว่าบอทอีก,Toxic
มึง เก็บ objective ค่อยๆเล่น,Normal
รอเกิดก่อน เล่นต่อได้,Normal
รอบนี้เข้าเร็วไปหน่อย ทีมยังโอเค,Normal
คนเปิดไฟต์ ทำเกมง่ายให้ฝั่งตรงข้าม,Toxic
บางคน ทำจังหวะทีมพังซ้ำๆ,Toxic
ทีมเรา ปัก ward ตอนนี้ยังไหว,Normal
มึงห่วยแบบนี้,Toxic
ไปเลนบนก่อน ค่อยๆเล่น,Normal
เก็บบัฟก่อน เล่นต่อได้,Normal
ดันล่างก่อน เดี๋ยวตามไป,Normal
มึงมั่วกว่าบอทอีก,Toxic
เก็บบัฟก่อน ตอนนี้ยังไหว,Normal
เพื่อน กันบ้าน ไม่เป็นไร,Normal
ถ้าเล่นได้แค่นี้ อย่าฝืนเลย,Toxic
ถ้าจะทำทีมเสียจังหวะ อย่าฝืนเลย,Toxic
ดีมาก เดินไปให้เขาเก็บฟรี,Toxic
ช่วยได้เยอะเลย ช่วยให้เราแพ้เร็วขึ้น,Toxic
แครี่ ไม่มีประโยชน์กับเกมนี้เลย,Toxic
ถ้าจะเล่นคนเดียว คนอื่นเขาเหนื่อย,Toxic
มึงเล่นไม่เป็นทั้งเกม,Toxic
เอามังกรก่อน ค่อยๆเล่น,Normal
เรา คุมเลน รอบหน้าเอาใหม่,Normal
มึงโง่ทุกไฟต์,Toxic
มืออาชีพมาก ทำเกมง่ายขึ้นสำหรับอีกฝั่ง,Toxic
เมื่อกี้ควรดูแมพก่อน ยังกลับมาได้,Normal
ไปเลนบนก่อน ใจเย็นก่อน,Normal
เล่นห่วยตั้งแต่ต้นเกม,Toxic
ถ้าไม่คิดจะช่วยทีม ควรหยุดก่อน,Toxic
บางคน ทำให้คนอื่นเหนื่อยเปล่า,Toxic
มึง รอทีม ค่อยๆเล่น,Normal
เรา ฟาร์มก่อน ค่อยๆเล่น,Normal
ถ้าจะยืนดูเฉยๆ ก็ไม่แปลกที่แพ้,Toxic
รอบนี้ไฟต์นี้เสียเปรียบ แต่ไม่เป็นไร,Normal
คนเปิดไฟต์ ทำจังหวะทีมพังซ้ำๆ,Toxic
ถ้าไม่ดูแมพเลย ควรหยุดก่อน,Toxic
ตัวป่า ทำเกมง่ายให้ฝั่งตรงข้าม,Toxic
เล่นกากไม่มีพัฒนา,Toxic
ไปกันเลย,Normal
ถ้าไม่รู้ว่าต้องทำอะไร อีกทีมคงชอบ,Toxic
เมื่อกี้น่าจะรอคูลดาวน์ ลองใหม่ได้,Normal
เมื่อกี้จังหวะนี้ยากจริง ไม่ต้องซีเรียส,Normal
ตัวซัพ ทำจังหวะทีมพังซ้ำๆ,Toxic
มืออาชีพมาก ยืนดูจนทีมตายหมด,Toxic
ดีมาก ทำทีมพังได้ต่อเนื่อง,Toxic
เล่นโง่ตั้งแต่ต้นเกม,Toxic
ทีมเรา เก็บ objective ยังมีโอกาส,Normal
นาย เซฟสกิล ยังมีโอกาส,Normal
เปิดวิชั่นก่อน ไม่เป็นไร,Normal
รอเกิดก่อน ค่อยๆเล่น,Normal
เมื่อกี้จังหวะนี้ยากจริง ค่อยๆเล่น,Normal
มึงแจกไม่ควรมาแรงค์,Toxic
แก เก็บ objective เดี๋ยวช่วย,Normal
รอบนี้ไฟต์นี้เสียเปรียบ ลองใหม่ได้,Normal
มึง ฟาร์มก่อน เดี๋ยวช่วย,Normal
เมื่อกี้เลนนี้กดดันยาก ไม่ต้องซีเรียส,Normal
เมื่อกี้เข้าเร็วไปหน่อย ค่อยๆเล่น,Normal
รอบนี้ยืนลึกไปนิด รอบหน้าแก้ได้,Normal
เพื่อน เปิดไฟต์ ตอนนี้ยังไหว,Normal
รอบนี้ไฟต์นี้เสียเปรียบ ยังมีเวลา,Normal
เพื่อน เปิดไฟต์ รอบหน้าเอาใหม่,Normal
ช่วยได้เยอะ เดินไปให้เขาเก็บฟรี,Toxic
แก เซฟสกิล เล่นต่อได้,Normal
เทพมาก เทพฝั่งตรงข้ามนะ,Toxic
มึง กันบ้าน ค่อยๆเล่น,Normal
คนเลนบน ทำจังหวะทีมพังซ้ำๆ,Toxic
รอบนี้เลนนี้กดดันยาก ไม่ต้องซีเรียส,Normal
ควรไปฝึกก่อน ทำทีมเสียจังหวะ,Toxic
มืออาชีพมาก ทำทีมพังได้ต่อเนื่อง,Toxic
มึงเปิดไฟต์ดี,Normal
ช่วยทันพอดี,Normal
เล่นแบบนี้ทีมลำบาก ออกของมั่ว,Toxic
มึงโง่ไม่มีพัฒนา,Toxic
เซฟได้สวยนะ,Normal
คนเปิดไฟต์ ทำให้ทีมเสียเปรียบตลอด,Toxic
เล่นห่วยจน objective หายหมด,Toxic
เมื่อกี้เข้าเร็วไปหน่อย ยังกลับมาได้,Normal
มึงตัวถ่วงไม่มีพัฒนา,Toxic
เทพจริง ยืนดูจนทีมตายหมด,Toxic
ถ้าไม่คิดจะช่วยทีม ไปฝึกก่อนดีกว่า,Toxic
เมื่อกี้ยืนลึกไปนิด รอบหน้าแก้ได้,Normal
มึงเล่นไม่เป็นจน objective หายหมด,Toxic
ถ้าจะเล่นคนเดียว ก็ไม่แปลกที่แพ้,Toxic
ช่วยคิดก่อนเล่นหน่อย กดสกิลทิ้ง,Toxic
รวมกลางก่อน แผนนี้โอเค,Normal
ถ้าไม่รู้ว่าต้องทำอะไร คนอื่นเขาเหนื่อย,Toxic
เพื่อน ปัก ward เดี๋ยวตามไป,Normal
เรา กันบ้าน ไม่เป็นไร,Normal
เมื่อกี้ใช้สกิลไวไปหน่อย รอบหน้าแก้ได้,Normal
มึง เก็บ objective เดี๋ยวช่วย,Normal
เปิดวิชั่นก่อน ยังมีโอกาส,Normal
ถ้าไม่ดูแมพเลย อีกทีมคงชอบ,Toxic
เมื่อกี้ของยังไม่พร้อม ไม่ต้องซีเรียส,Normal
รอบนี้ยังไม่ควรไล่ ลองใหม่ได้,Normal
นาย คุมเลน ตอนนี้ยังไหว,Normal
เรา กันบ้าน เดี๋ยวช่วย,Normal
เห็นแล้วเหนื่อย ยืนผิดตำแหน่ง,Toxic
มึงโง่ไม่ควรมาแรงค์,Toxic
ถ้าจะทำทีมเสียจังหวะ ก็ไม่แปลกที่แพ้,Toxic
ทีมเรา รอทีม รอบหน้าเอาใหม่,Normal
มึงแย่ทำทีมเหนื่อย,Toxic
เมื่อกี้ควรดูแมพก่อน ทีมยังโอเค,Normal
เมื่อกี้ควรดูแมพก่อน ลองใหม่ได้,Normal
จังหวะดีมาก,Normal
ใจเย็นก่อนนะ,Normal
คนในทีม ไม่มีประโยชน์กับเกมนี้เลย,Toxic
อ่านเกมดี,Normal
ดีมาก ยืนดูจนทีมตายหมด,Toxic
มึง คุมเลน เดี๋ยวตามไป,Normal
เมจ ทำจังหวะทีมพังซ้ำๆ,Toxic
ทีมเรา เปิดไฟต์ เดี๋ยวช่วย,Normal
รอบนี้จังหวะนี้ยากจริง เดี๋ยวช่วยกัน,Normal
คนในทีม ทำ objective หายหมด,Toxic
ถ้าแค่เดินไปตาย เกมนี้จบตั้งแต่เห็นแล้ว,Toxic
ทำแบบนี้ใครจะอยากทีมด้วย กดสกิลทิ้ง,Toxic
ทีมแบกไม่ไหวแล้ว ไม่ช่วย objective,Toxic
แครี่ ทำให้ทีมเสียเปรียบตลอด,Toxic
ตัวป่า เหมือนไม่ได้คิดก่อนเล่น,Toxic
กัน objectiveก่อน ตอนนี้ยังไหว,Normal
เล่นอ่อนไม่ควรมาแรงค์,Toxic
ทีมเรา คุมเลน แผนนี้โอเค,Normal
เทพจริง เดินไปให้เขาเก็บฟรี,Toxic
รอบนี้น่าจะรอคูลดาวน์ รอบหน้าแก้ได้,Normal
เพื่อน รอทีม แผนนี้โอเค,Normal
มึงคุมพื้นที่ดี,Normal
ถ้าไม่รู้ว่าต้องทำอะไร อย่ามาลงแรงค์,Toxic
เมื่อกี้เข้าเร็วไปหน่อย แต่ไม่เป็นไร,Normal
เมื่อกี้เข้าเร็วไปหน่อย ทีมยังโอเค,Normal
ทีมเรา เซฟสกิล เดี๋ยวช่วย,Normal
เมื่อกี้ไฟต์นี้เสียเปรียบ ไม่ต้องซีเรียส,Normal
ไปเลนบนก่อน เล่นต่อได้,Normal
มึงเล่นไม่เป็นไม่มีพัฒนา,Toxic
ทีมเรา เซฟสกิล ค่อยๆเล่น,Normal
รอบนี้ควรดูแมพก่อน ยังมีเวลา,Normal
เก่งมาก เดินไปให้เขาเก็บฟรี,Toxic
ช่วยได้เยอะ แบกฝั่งตรงข้ามจริงๆ,Toxic
มึงแจกตั้งแต่ต้นเกม,Toxic
เมื่อกี้เข้าเร็วไปหน่อย เดี๋ยวช่วยกัน,Normal
มึงถอยก่อน เดี๋ยวทีมตาม,Normal
นาย เซฟสกิล ใจเย็นก่อน,Normal
รอบนี้ควรดูแมพก่อน แต่ไม่เป็นไร,Normal
ไปเลนบนก่อน แผนนี้โอเค,Normal
ช่วยทันพอดีจริงๆ,Normal
รอบนี้เลนนี้กดดันยาก ทีมยังโอเค,Normal
เก่งมาก เสีย objective ได้ครบทุกตัว,Toxic
นี่ตั้งใจเล่นจริงไหม,Toxic
อยู่เฉยๆยังดีกว่า เล่นคนละเกมกับทีม,Toxic
เพื่อน ถอยก่อน ค่อยๆเล่น,Normal
ถ้าไม่ดูแมพเลย อย่ามาลงแรงค์,Toxic
เก่งมาก แจกให้เขาทั้งเกม,Toxic
แก ปัก ward ใจเย็นก่อน,Normal
เมื่อกี้ยังไม่ควรไล่ เดี๋ยวช่วยกัน,Normal
เล่นอ่อนจนทีมเล่นไม่ได้,Toxic
เปิดไฟต์ดี,Normal
เปิดวิชั่นก่อน ตอนนี้ยังไหว,Normal
เพื่อน รอทีม เดี๋ยวตามไป,Normal
ขอบคุณมาก แจกให้เขาทั้งเกม,Toxic
เล่นห่วยทำทีมเหนื่อย,Toxic
ไปเลนบนก่อน ยังมีโอกาส,Normal
เมื่อกี้เข้าเร็วไปหน่อย เอาใหม่รอบหน้า,Normal
นาย รอทีม ใจเย็นก่อน,Normal
ไม่ธรรมดา แบกฝั่งตรงข้ามจริงๆ,Toxic
ถ้าจะเล่นคนเดียว อย่าฝืนเลย,Toxic
เก็บบัฟก่อน ยังมีโอกาส,Normal
เซฟได้สวยจริงๆ,Normal
เทพจริง ทำให้เราแพ้เร็วขึ้น,Toxic
รอบนี้ของยังไม่พร้อม ลองใหม่ได้,Normal
เรา รวมกลาง ค่อยๆเล่น,Normal
มึง ปัก ward ใจเย็นก่อน,Normal
เปิดไฟต์ดีนะ,Normal
ผลงานดี ยืนดูจนทีมตายหมด,Toxic
ผลงานดี แบกฝั่งตรงข้ามจริงๆ,Toxic
มึง รวมกลาง รอบหน้าเอาใหม่,Normal
มึง เปิดไฟต์ รอบหน้าเอาใหม่,Normal
ถ้ายังเล่นแบบนี้ ไม่มีใครแบกไหว,Toxic
ถ้าจะยืนดูเฉยๆ คนอื่นเขาเหนื่อย,Toxic
เล่นกากกว่าบอทอีก,Toxic
เล่นไร้ประโยชน์กว่าบอทอีก,Toxic
อยู่เฉยๆยังดีกว่า ยืนผิดตำแหน่ง,Toxic
เออ กูเห็นแล้ว เดี๋ยวช่วย,Normal
บางคน ทำ objective หายหมด,Toxic
เมื่อกี้น่าจะรอคูลดาวน์ เอาใหม่รอบหน้า,Normal
มึงแจกทุกไฟต์,Toxic
มึงแย่ไม่มีพัฒนา,Toxic
เมจ ไม่มีประโยชน์กับเกมนี้เลย,Toxic
เล่นโง่ทั้งเกม,Toxic
แครี่ เหมือนไม่ได้คิดก่อนเล่น,Toxic
สุดยอด ทำเกมง่ายขึ้นสำหรับอีกฝั่ง,Toxic
มืออาชีพมาก เสีย objective ได้ครบทุกตัว,Toxic
ถ้าเล่นได้แค่นี้ ควรหยุดก่อน,Toxic
รอบนี้ยังไม่ควรไล่ ทีมยังโอเค,Normal
